ISBN;title;author;year;publisher
28626486;Build Your Financial Future: The Lazy Way (The Lazy Way Series);Terence Meany;1999;"John Wiley &amp; Sons Inc"
28626923;Arco Teach Yourself the Gmat Cat in 24 Hours (Arcos Teach Yourself in 24 Hours Series);Mark A. Stewart;1998;"John Wiley &amp; Sons"
28626958;The Unofficial Guide to Having a Baby;Ann Douglas;1999;"John Wiley &amp; Sons"
28627024;The Pocket Idiot's Guide to Horoscopes;Madeline Gerwick-Brodeur;1998;Alpha Books
28627105;The Complete Idiot's Guide to Irish History and Culture;Sonja Massie;1999;Alpha Books
28627121;The Complete Idiot's Guide to the Titanic (Complete Idiot's Guide to...);Jay Stevenson;1998;Macmillan Distribution
28627245;The Complete Idiot's Guide to Improving Your IQ;Richard G. Pellegrino;1998;Alpha Books
28627288;The Complete Idiot's Guide to the Bible;Stan Campbell;1999;Alpha Books
28627369;The Complete Idiot's Guide to Interpreting Your Dreams;Marci Pliskin;1998;Alpha Books
28627377;The Complete Idiot's Guide to Tarot and Fortune-Telling;Arlene Tognetti;1998;Alpha Books
28627393;The Complete Idiot's Guide to Dating (2nd Edition);Judith Kuriansky;1998;Alpha Books
28627490;Webster's New World Robert's Rules of Order: Simplified and Applied;Henry M.  Robert's Rules of Order Robert;1998;Hungry Minds, Inc
28627598;Weight WatchersÂ® Stop Stuffing Yourself : 7 Steps To Conquering Overeating (Weight Watchers);Weight Watchers;1998;"John Wiley &amp; Sons"
28627717;Betty Crocker's Picture Cookbook (Betty Crocker);Betty Crocker;1998;Betty Crocker
28628594;The Complete Idiot's Travel Guide to Washington, D.C. (Complete Idiot's Travel Guide to Washington D.C., 1st ed);Beth Rubin;1999;Macmillan Distribution
28628616;The Complete Idiot's Guide to Soups;Jenna Holst;1998;Macmillan Distribution
28629019;Frommer's Costa Rica 2000;Arthur Frommer;1999;Hungry Minds, Inc
28629043;The Complete Idiot's Guide to Being Psychic;Lynn Robinson;1998;Alpha Communications
28629051;The Complete Idiot's Guide to Shakespeare;Laurie Rozakis;1999;Alpha Books
28629078;The Complete Idiot's Guide to Meditation;Joan Budilovsky;1998;Alpha Communications
28629094;The Complete Idiot's Guide(R) to T'ai Chi;Bill Douglas;1999;Alpha Books
28629167;Unofficial Guide to Overcoming Infertility;Joan, Ph.D. Liebmann-Smith;1998;Hungry Minds, Inc
28629299;The Complete Idiot's Guide to Cycling;Vic Armijo;1999;Alpha Books
28629302;The Complete Idiot's Guide to Enhancing Self-Esteem;Mark J. Warner;1998;Alpha Communications
28629418;The Complete Idiot's Guide to Angels;Jay Stevenson;1998;Alpha Books
28629477;The Complete Idiot's Guide to Martial Arts;Cezar Borkowski;1998;Alpha Books
28629523;The Complete Idiot's Guide to Getting Rich (2nd Edition);Larry Waschka;1999;Alpha Communications
28629558;The Complete Idiot's Guide to Managing Stress (2nd Edition);Jeffrey P. Davidson;1999;Penguin Putnam
28630092;Betty Crocker's New Cookbook;Betty Crocker;1998;Hungry Minds, Inc
28630106;Get in Shape the Lazy Way (Macmillan Lifestyles Guide);Annette Cain;1999;Macmillan Distribution
28630238;Betty Crocker's Best Bread Machine Cookbook : The Goodness of Homemade Bread the Easy Way;Betty Crocker;1999;Betty Crocker
28630289;Frommer's 2000 California (Frommer's California 2000);Erika Lenkert;1999;Frommer's
28630343;Frommer's 2000 Bahamas (Frommer's Bahamas, 2000);Arthur Frommer;1999;Hungry Minds, Inc
28630351;Frommer's New York City 2000;Cheryl Farr Leas;1999;Hungry Minds, Inc
28630378;Frommer's Europe from $60 a Day 2000;Arthur Frommer;1999;Hungry Minds, Inc
28630394;Unofficial Guide to Walt Disney World 2000;Bob Sehlinger;1999;Hungry Minds, Inc
28630424;Unofficial Guide to Disneyland 2000;Bob Sehlinger;1999;Hungry Minds, Inc
28630599;The Unofficial Guide to New Orleans (Unofficial Guide to New Orleans, 2nd ed);Eve Zibart;1999;"John Wiley &amp; Sons"
28630912;Frommer's Portable the Big Island of Hawaii;Jeanette Foster;1999;Hungry Minds, Inc
28631056;The Complete Idiot's Guide to Feng Shui;Elizabeth Moran;1999;Alpha Books
28631064;The Complete Idiot's Guide to Birdwatching;Sheila Buff;1999;Alpha Books
28631188;Webster's New World College Dictionary, Indexed Fourth Edition;Michael E.  Agnes;1999;Webster's New World
28631196;Webster's New World College Dictionary;Michael E.  Agnes;1999;Webster's New World
28631315;Frommer's Mexico 2000;Arthur Frommer;1999;Hungry Minds, Inc
28631390;Frommer's 2000 Paris from $80 a Day: The Ultimate Guide to Comfortable Low-Cost Travel (Frommer's Paris from $... a Day, 2000);Jeanne Oliver;1999;Frommer's
28631412;Frommer's Born to Shop Paris: The Ultimate Guide for Travelers Who Love to Shop (Frommer's Born to Shop Paris, 8th ed);Suzy Gershman;2000;"John Wiley &amp; Sons"
28631528;Fish  : The Complete Guide to Buying and Cooking;Mark  Bittman;1999;"John Wiley &amp; Sons"
28631633;Redecorate Your Home the Lazy Way (Macmillan Lifestyles Guide);Rebecca Jerdee;1999;Macmillan Distribution
28631692;Manage Your Time the Lazy Way (Lazy Way);Toni Ahlgren;1999;MacMillan Publishing Company.
28631757;The Complete Idiot's Guide to Kickboxing;Guy Mezger;2000;Alpha Books
28631870;The Complete Idiot's Guide to Reflexology;Frankie Avalon Wolfe;1999;Alpha Books
28631889;The Complete Idiot's Guide(R) to Power Yoga;Geo Takoma;1999;Alpha Books
28631919;The Complete Idiot's Guide to Understanding Judaism;Benjamin Blech;1999;Alpha Books
28632028;The Complete Idiot's Guide to Handwriting Analysis;Sheila R. Lowe;1999;Alpha Books
28632311;The Complete Idiot's Guide Sunken Ships and Treasures (Complete Idiot's Guide);Stephen Johnson;1999;Alpha
28632486;Arco GRE/LSAT Logic Workbook, 2000 Edition;Mark Alan Stewart;1999;Arco Pub
28632613;The Complete Idiot's Guide to Middle East Conflict;Mitchell Bard;1999;Alpha Books
28632656;Frommer's Oregon (Frommer's Oregon, 2nd ed);Karl Samson;2000;Frommer's
28632672;"The Unofficial Guide to Bed &amp; Breakfasts in California";Mary Anne  Moore;2000;"John Wiley &amp; Sons"
28632753;Inside Disney: The Incredible Story of Walt Disney World and the Man Behind the Mouse;Eve Zibart;1999;"John Wiley &amp; Sons"
28633083;Frommer's Great Outdoor Guide to Northern California (Frommers' Great Outdoor Guide to Northern California 1999);Andrew Rice;1999;"John Wiley &amp; Sons"
28633121;Frommer's Great Outdoor Guide to New England (Frommer's Great Outdoor Guide to New England 1999);Stephen Jermanok;1999;"John Wiley &amp; Sons Inc"
28633407;The Unofficial Guide to Starting a Business Online;Jason R.  Rich;1999;"John Wiley &amp; Sons"
28633504;Weight Watchers Simply the Best: 250 Prizewinning Family Recipes;Weight Watchers;1999;Wiley
28633776;The Complete Idiot's Guide to American Heroes (Complete Idiot's Guide);Jay Stevenson;1999;Macmillan Distribution
28633784;The Complete Idiot's Guide to American Literature;Laurie Rozakis;1999;Alpha Books
28633792;The Complete Idiot's Guide to the American Revolution;Alan Axelrod;1999;Alpha Books
28633822;The Complete Idiot's Guide to Organizing Your Life (2nd Edition);Georgene Lockwood;1999;Alpha Books
28633857;The Complete Idiot's Guide to Twentieth Century History;Alan Axelrod;1999;Alpha Books
28634209;Frommer's Australia 2000 (Country Annual);Natalie Fruger;1999;Hungry Minds, Inc
28634500;"Frommer's Irreverent Guide to Seattle &amp; Portland, 1st Edition (Irreverent)";James Gullo;1999;"John Wiley &amp; Sons Inc"
28634691;Betty Crocker's Slow Cooker Cookbook;Betty Crocker;1999;Betty Crocker
28634764;Frommer's 2000 London from $85 a Day: The Ultimate Guide to Comfortable Low-Cost Travel (Frommer's London from $.. a Day, 2000);Harriot Lane Fox;2000;Frommer's
28634780;Frommer's 2000 Chicago (Frommer's Chicago, 2000);Craig Keller;2000;Frommer's
28634926;The Unofficial Guide to Beating Stress;Pat  Goudey;2000;"John Wiley &amp; Sons"
28635191;"Frommer's Cape Cod, Nantucket &amp; Martha's Vineyard 2000 (City Annual)";Laura Reckford;2000;Hungry Minds, Inc
28635299;The 15-Minute Gourmet : Vegetarian (15-Minute Gourmet);Paulette  Mitchell;2000;"John Wiley &amp; Sons"
28635418;Arco Civil Service Handbook: Everything You Need to Get a Civil Service Job (Arco Civil Service Test Tutor);Gabriel Heilig;2000;Arco Pub
28635868;The Complete Idiot's Guide to Decoding Your Genes;Linda Tagliaferro;1999;Alpha Books
28635949;Frommer's What the Airlines Never Tell You (Frommer's What the Airlines Never Tell You);Maureen Clarke;2000;"John Wiley &amp; Sons"
28636023;"Frommer's Portable Charleston &amp; Savannah, 3rd Edition (Portable Guides)";Darwin Porter;2000;Hungry Minds, Inc
28636198;Alpha Teach Yourself Personal Finance in 24 Hours;Janet Bigham Bernstel;2000;Alpha
28636279;Frommer's Canada;Shawn Blore;2000;Frommer
28636392;Complete Idiot's Guide to Understanding Catholicism;Robert T. O'Gorman;2000;Alpha Books
28636406;The Complete Idiot's Guide(R) to Scrapbooking;Wendy Smedley;1999;Alpha Books
28636538;The Complete Idiot's Guide to Daytrading Like a Pro;Jennifer Basye Sander;1999;Penguin Putnam
28636589;Complete Idiot's Guide to Fitness;Claire Walter;2000;Alpha Books
28636600;The Complete Idiot's Guide to Hypnosis;Roberta Temes;1999;Alpha Books
28636619;The Complete Idiot's Guide to Wine, Second Edition (2nd Edition);Philip Seldon;2000;Alpha Books
28636651;The Unofficial Guide to Real Estate Investing;Martin Stone;1999;"John Wiley &amp; Sons"
28637011;Arco 7 Minute Resumes: Build the Perfect Resume One 7-Minute Lesson at a Time;Dana Morgan;2000;Arco Pub
28637046;Weight Watchers the Fit Factor: How Getting Strong Can Help You Lose Weight;Weight Watchers;2000;"John Wiley &amp; Sons"
28637267;The Unofficial Guide to Disneyland 2001 (Unofficial Guide to Disneyland, 2001);Bob Sehlinger;2000;"John Wiley &amp; Sons Inc"
28637283;The Unofficial Guide to Las Vegas 2001 (Unofficial Guide to Las Vegas, 2001);Bob Sehlinger;2000;"John Wiley &amp; Sons"
28637763;Frommer's 2001 Caribbean Cruises and Ports of Call (Frommer's Caribbean Cruises and Ports of Call, 2001);Heidi Sarna;2000;Frommer's
28637798;GED Basics (Academic Test Prep);Nancy Lawrence;2000;Arco Pub
28637887;Frommer's Irreverent Guide to San Francisco, 3rd Edition (Irreverent);Liz Barrett;2000;Hungry Minds, Inc
28638263;The Complete Idiot's Guide to Awakening Your Spirituality;Jonathan Robinson;2000;Alpha Books
28638360;The Complete Idiot's Guide to Buying and Selling Collectibles, Second Edition (2nd Edition);Laurie Rozakis;2000;Alpha Books
28638395;Frommer's Ireland's Best-Loved Driving Tours;Susan  Poole;2000;Frommer
28638425;The Complete Idiot's Guide to Starting a Home-Based Business (2nd Edition);Barbara Weltman;2000;Penguin Putnam
28638522;"Frommer's 2001 Walt Disney World &amp; Orlando (Frommer's Walt Disney World and Orlando, 2001)";Arthur Frommer;2000;Frommer's
28638662;The Unofficial Guide to eBay and Online Auctions;Dawn E.  Reno;2000;"John Wiley &amp; Sons"
28638670;The Unofficial Guide to Online Genealogy;Pamela Rice Hahn;2000;"John Wiley &amp; Sons"
28638913;Complete Idiot's Guide to Sewing;Lydia Wills;2000;Alpha Books
28639073;Complete Idiot's Guide to Simple Living;Georgene Lockwood;2000;Alpha Books
28639227;Complete Idiot's Guide to Learning Latin;Natalie Harwood;2000;Penguin Putnam
28639367;Complete Idiot's Guide to Drawing;Lauren Jarrett;2000;Alpha Books
28639456;Complete Idiot's Guide to Wicca and Witchcraft;Denise Zimmermann;2000;Alpha Books
28639502;The Complete Idiot's Guide to Being Vegetarian (2nd Edition);Frankie Avalon Wolfe;2000;Alpha Books
28639588;The Complete Idiot's Guide to Zen Living (Complete Idiot's Guides (Lifestyle Paperback));Gary McClain;2000;Alpha Books
28639693;The Complete Idiot's Guide to Astrology (2nd Edition);Madeline Gerwick-Brodeur;2000;Alpha Books
28639766;Complete Idiot's Guide to Real Estate Investing;Stuart Leland Rider;2000;Penguin Putnam
28639820;Complete Idiot's Guide to Saving the Environment;Greg Pahl;2000;Penguin Putnam
28639839;Complete Idiot's Guide to the Pilates Method;Karon Karter;2001;Alpha Books
28639944;Complete Idiot's Guide to Financial Aid for College;David Rye;2000;Penguin Putnam
28639960;Ten Minute Guide to Conducting a Job Interview;William W. Larson;2000;Alpha Books
28640020;Complete Idiot's Guide to Walking for Health;Erika Peters;2001;Alpha Books
28640055;The Complete Idiot's Guide to Reinventing Yourself;Jeffrey P. Davidson;2001;Penguin Putnam
28640071;Complete Idiot's Guide to Urban Legends;Brandon Toropov;2001;Alpha Books
28640683;Novel Ideas: Contemporary Authors;Barbara Shoup;2001;Alpha Books
28641477;The Complete Idiot's Guide to Learning Italian (2nd Edition);Gabrielle Euvino;2001;Penguin Putnam
28641671;The Complete Idiot's Guide to Football (2nd Edition);Joe Theismann;2001;Alpha Books
28641698;The Complete Idiot's Guide to College Survival (Complete Idiot's Guide To...);Laurie Rozakis;2001;Alpha Books
28641701;The Complete Idiot's Guide to Understanding Buddhism;Gary Gach;2001;Alpha Books
28641736;Macmillian Teach Yourself French in 24 Hours;William Griffin;2002;Alpha
28641752;Complete Idiot's Guide to Tantric Sex;Dr. Judy Kuriansky;2001;Alpha Books
28642082;The Complete Idiot's Guide(R) to World Religions (2nd Edition);Brandon Toropov;2001;Alpha Books
28642163;Alpha Teach Yourself Business Plans in 24 Hours;Michael Miller;2001;Penguin Putnam
28642244;The Complete Idiot's Guide(R) to Women's Spirituality;Mary Faulkner;2002;Alpha Books
28642260;The Complete Idiot's Guide(R) to Evolution;Leslie Alan Horvitz;2001;Penguin Putnam
28642333;The Complete Idiot's Guide(R) to Understanding Islam;Yahiya Emerick;2001;Penguin Putnam
28642422;The Complete Idiot's Guide to Theories of the Universe;Gary Moring;2001;Alpha Communications
28642600;Mistresses of Mayhem: The Book of Women Criminals;Francine Hornberger;2002;Alpha Books
28642635;The Complete Idiot's Guide to Managing Your Time (3rd Edition);Jeff Davidson;2001;Penguin Putnam
28642651;The Zen of Organizing;Regina Leeds;2002;Alpha Books
28642775;The Complete Idiot's Guide(R) to Ancient Egypt;Donald P. Ryan;2001;Alpha Books
28643186;The Complete Idiot's Guide to Organizing your Life (3rd Edition);Georgene Lockwood;2002;Alpha Books
28643275;The Complete Idiot's Guide(R) to Fasting;Eve Adamson;2002;Alpha Books
28643380;The Complete Idiot's Guide to Philosophy (2nd Edition);Jay Stevenson;2002;Alpha Books
28643518;Behind Bars: Surviving Prison;Jeffrey Ian Ross;2002;Alpha Books
28643607;The Complete Idiot's Guide(R) to Latino History and Culture;D. H. Figueredo;2002;Alpha Books
28643720;The Complete Idiot's Guide to Scrapbooking Illustrated (2nd Edition);Wendy Smedley;2002;Alpha Books
28643860;The Complete Idiot's Guide to Modern China;Vanessa Lide Whitcomb;2002;Alpha Books
28644034;The Complete Idiot's Guide to Beagles;Kim Campbell Thornton;2002;Alpha Books
28644085;Alpha Teach Yourself Chess in 24 Hours;Zsuzsa Polgar;2002;Alpha Books
28644174;The Complete Idiot's Guide to Celtic Wisdom: By Carl McColman (Complete Idiot's Guide to...);Carl McColman;2003;Alpha Books
28644417;The Complete Idiot's Guide to Meditation (2nd Edition);Joan Budilovsky;2002;Alpha Books
28644514;The Complete Idiot's Guide to Learning Spanish (Complete Idiot's Guide to);Gail Stein;2003;Alpha Books
28644557;The Complete Idiot's Guide to Dog Health and Nutrition (Complete Idiot's Guides (Lifestyle Paperback));Margaret Bonham;2003;Alpha Books
28644662;The Complete Idiot's Guide to Running (Complete Idiot's Guides (Lifestyle Paperback));Bill Rodgers;2003;Alpha Books
28644670;The Complete Idiot's Guide to Yoga Illustrated, Third Edition;Joan Budilovsky;2003;Alpha Books
28645243;Five Centuries of Music in Venice;H. C. Robbins Landon;1996;Schirmer Books
28646851;Stonewall Jackson: The Man, the Soldier, the Legend;James I., Jr Robertson;1997;MacMillan Publishing Company
28647904;The John Coltrane Companion : Five Decades of Commentary (Companion Series);Carl Woideck;1998;Music Sales Ltd
28650875;CIG to Managing People;Macmillan Publishing;1998;MacMillan Publishing Company.
28653343;The Beastie Boys Companion: 2 Decades of Commentary;John Rocco;2000;Music Sales Ltd
28702506;Schirmer Pronouncing Pocket Manual of Musical Terms;Theodore, Ed. Baker;1978;Music Sales Corp
28702514;Rock: An Illustrated History;Stephen Barnard;1987;MacMillan Publishing Company.
28704711;Bebop in Nothingness: Jazz and Pop at the End of the Century;Francis Davis;1996;Music Sales Ltd
28713303;Music in the Romantic Period: An Anthology with Commentary;F. E. Kirby;1986;Wadsworth Publishing
28718410;Listen to the Music: A Self-Guided Tour Through the Orchestral Repertoire;Jonathan D. Kramer;1999;Schirmer Books
28718704;Nijinsky;Vere Krasovskaya;1979;Gale Group
28722728;Opera: A Listener's Guide;Jack Sacher;1997;Music Sales Corp
28729005;Music in the Western World : A History in Documents;Piero Weiss;1984;Wadsworth Publishing
28740025;1939;David Gelernter;1995;Free Press
28740106;TRUE STATE OF THE PLANET;Ronald Bailey;1995;Free Press
28740173;EMOTIONAL LIFE OF THE TODDLER;Alicia F. Lieberman;1995;Free Press
28740483;MICROSOFT SECRETS : How the World's Most Powerful Software Company Creates Technology, Shapes Markets, and Manages People;Michael A. Cusumano;1995;Free Press
28810384;"Inside Japan's Defense: Technology, Economics &amp; Strategy";Michael W. Chinworth;1992;Brassey's Inc
28811119;Certain Victory: The U.S. Army in the Gulf War (Ausa Book);Robert H., Jr. Scales;1994;Brassey's Inc
